0.00158,7/1/2001 0:00,BAD,0.00158,-1071607778,0,Row yielded no match during lookup.

0.00158,7/2/2001 0:00,BAD,0.00158,-1071607778,0,Row yielded no match during lookup.

0.00158,7/3/2001 0:00,BAD,0.00158,-1071607778,0,Row yielded no match during lookup.

0.00157,7/4/2001 0:00,BAD,0.00157,-1071607778,0,Row yielded no match during lookup.

0.00157,7/5/2001 0:00,BAD,0.00157,-1071607778,0,Row yielded no match during lookup.

0.00157,7/6/2001 0:00,BAD,0.00157,-1071607778,0,Row yielded no match during lookup.

0.00157,7/7/2001 0:00,BAD,0.00157,-1071607778,0,Row yielded no match during lookup.

0.00157,7/8/2001 0:00,BAD,0.00157,-1071607778,0,Row yielded no match during lookup.

0.00157,7/9/2001 0:00,BAD,0.00157,-1071607778,0,Row yielded no match during lookup.

0.00157,7/10/2001 0:00,BAD,0.00157,-1071607778,0,Row yielded no match during lookup.

0.00157,7/11/2001 0:00,BAD,0.00157,-1071607778,0,Row yielded no match during lookup.

0.00157,7/12/2001 0:00,BAD,0.00157,-1071607778,0,Row yielded no match during lookup.

0.00157,7/13/2001 0:00,BAD,0.00157,-1071607778,0,Row yielded no match during lookup.

0.00157,7/14/2001 0:00,BAD,0.00157,-1071607778,0,Row yielded no match during lookup.

0.00157,7/15/2001 0:00,BAD,0.00157,-1071607778,0,Row yielded no match during lookup.

0.00157,7/16/2001 0:00,BAD,0.00157,-1071607778,0,Row yielded no match during lookup.

0.00157,7/17/2001 0:00,BAD,0.00157,-1071607778,0,Row yielded no match during lookup.

0.00157,7/18/2001 0:00,BAD,0.00157,-1071607778,0,Row yielded no match during lookup.

0.00157,7/19/2001 0:00,BAD,0.00157,-1071607778,0,Row yielded no match during lookup.

0.00157,7/20/2001 0:00,BAD,0.00157,-1071607778,0,Row yielded no match during lookup.

0.00157,7/21/2001 0:00,BAD,0.00157,-1071607778,0,Row yielded no match during lookup.

0.00157,7/22/2001 0:00,BAD,0.00157,-1071607778,0,Row yielded no match during lookup.

0.00157,7/23/2001 0:00,BAD,0.00157,-1071607778,0,Row yielded no match during lookup.

0.00156,7/24/2001 0:00,BAD,0.00156,-1071607778,0,Row yielded no match during lookup.

0.00156,7/25/2001 0:00,BAD,0.00156,-1071607778,0,Row yielded no match during lookup.

0.00156,7/26/2001 0:00,BAD,0.00156,-1071607778,0,Row yielded no match during lookup.

0.00156,7/27/2001 0:00,BAD,0.00156,-1071607778,0,Row yielded no match during lookup.

0.00156,7/28/2001 0:00,BAD,0.00156,-1071607778,0,Row yielded no match during lookup.

0.00156,7/29/2001 0:00,BAD,0.00156,-1071607778,0,Row yielded no match during lookup.

0.00155,7/30/2001 0:00,BAD,0.00155,-1071607778,0,Row yielded no match during lookup.

0.00155,7/31/2001 0:00,BAD,0.00155,-1071607778,0,Row yielded no match during lookup.

0.00155,8/1/2001 0:00,BAD,0.00155,-1071607778,0,Row yielded no match during lookup.

0.00155,8/2/2001 0:00,BAD,0.00155,-1071607778,0,Row yielded no match during lookup.

0.00155,8/3/2001 0:00,BAD,0.00155,-1071607778,0,Row yielded no match during lookup.

0.00155,8/4/2001 0:00,BAD,0.00155,-1071607778,0,Row yielded no match during lookup.

0.00155,8/5/2001 0:00,BAD,0.00155,-1071607778,0,Row yielded no match during lookup.

0.00155,8/6/2001 0:00,BAD,0.00155,-1071607778,0,Row yielded no match during lookup.

0.00155,8/7/2001 0:00,BAD,0.00155,-1071607778,0,Row yielded no match during lookup.

0.00155,8/8/2001 0:00,BAD,0.00155,-1071607778,0,Row yielded no match during lookup.

0.00155,8/9/2001 0:00,BAD,0.00155,-1071607778,0,Row yielded no match during lookup.

0.00155,8/10/2001 0:00,BAD,0.00155,-1071607778,0,Row yielded no match during lookup.

0.00155,8/11/2001 0:00,BAD,0.00155,-1071607778,0,Row yielded no match during lookup.

0.00155,8/12/2001 0:00,BAD,0.00155,-1071607778,0,Row yielded no match during lookup.

0.00155,8/13/2001 0:00,BAD,0.00155,-1071607778,0,Row yielded no match during lookup.

0.00154321,8/14/2001 0:00,BAD,0.00154,-1071607778,0,Row yielded no match during lookup.

0.00154,8/15/2001 0:00,BAD,0.00154,-1071607778,0,Row yielded no match during lookup.

0.00154,8/16/2001 0:00,BAD,0.00154,-1071607778,0,Row yielded no match during lookup.

0.00154,8/17/2001 0:00,BAD,0.00154,-1071607778,0,Row yielded no match during lookup.

0.00154,8/18/2001 0:00,BAD,0.00154,-1071607778,0,Row yielded no match during lookup.

